DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,WGTD_SAMPL_SIZE:Weighted Sample Size,OBS_FOOTNOTE:Observation footnote,SERIES_FOOTNOTE:Series footnote,DATA_SOURCE:Data Source,SOURCE_LINK:Citation of or link to the data source,CUSTODIAN:Custodian,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,REF_PERIOD:Reference Period,COVERAGE_TIME:The period of time for which data are provided,AGE:Current age
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUT: Austria,CME_MRY0: Infant mortality rate,_T: Total,2011,3.47060250370419,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,3.32764085250114,3.62095180282242,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUT: Austria,CME_MRY0: Infant mortality rate,_T: Total,2012,3.33981114723779,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,3.205525780934,3.4834152281252,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUT: Austria,CME_MRY0: Infant mortality rate,_T: Total,2013,3.21587045197634,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,3.07823123446448,3.3616436984376,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUT: Austria,CME_MRY0: Infant mortality rate,_T: Total,2014,3.11853621333861,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,2.98515987463644,3.25706765456338,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUT: Austria,CME_MRY0: Infant mortality rate,_T: Total,2015,3.04662544636918,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,2.91709255889311,3.18383508798233,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUT: Austria,CME_MRY0: Infant mortality rate,_T: Total,2016,2.99326572002436,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,2.84551817086812,3.14619465053437,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUT: Austria,CME_MRY0: Infant mortality rate,_T: Total,2017,2.94641571931349,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,2.74770984499848,3.16508236960341,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUT: Austria,CME_MRY0: Infant mortality rate,_T: Total,2018,2.89864791949742,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,2.61499878750804,3.22318243091806,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUT: Austria,CME_MRY0: Infant mortality rate,_T: Total,2019,2.84519544265707,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,2.46516158371883,3.30957281716823,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUT: Austria,WS_PPL_W-I: Proportion of population using improved drinking water sources,_T: Total,2000,100,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUT: Austria,WS_PPL_W-I: Proportion of population using improved drinking water sources,_T: Total,2001,100,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUT: Austria,WS_PPL_W-I: Proportion of population using improved drinking water sources,_T: Total,2002,100,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUT: Austria,WS_PPL_W-I: Proportion of population using improved drinking water sources,_T: Total,2003,100,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUT: Austria,WS_PPL_W-I: Proportion of population using improved drinking water sources,_T: Total,2004,100,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUT: Austria,WS_PPL_W-I: Proportion of population using improved drinking water sources,_T: Total,2005,100,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUT: Austria,WS_PPL_W-I: Proportion of population using improved drinking water sources,_T: Total,2006,100,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUT: Austria,WS_PPL_W-I: Proportion of population using improved drinking water sources,_T: Total,2007,100,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUT: Austria,WS_PPL_W-I: Proportion of population using improved drinking water sources,_T: Total,2008,100,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUT: Austria,WS_PPL_W-I: Proportion of population using improved drinking water sources,_T: Total,2009,100,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUT: Austria,WS_PPL_W-I: Proportion of population using improved drinking water sources,_T: Total,2010,100,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUT: Austria,WS_PPL_W-I: Proportion of population using improved drinking water sources,_T: Total,2011,100,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUT: Austria,WS_PPL_W-I: Proportion of population using improved drinking water sources,_T: Total,2012,100,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUT: Austria,WS_PPL_W-I: Proportion of population using improved drinking water sources,_T: Total,2013,100,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUT: Austria,WS_PPL_W-I: Proportion of population using improved drinking water sources,_T: Total,2014,100,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUT: Austria,WS_PPL_W-I: Proportion of population using improved drinking water sources,_T: Total,2015,100,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUT: Austria,WS_PPL_W-I: Proportion of population using improved drinking water sources,_T: Total,2016,100,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUT: Austria,WS_PPL_W-I: Proportion of population using improved drinking water sources,_T: Total,2017,100,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUT: Austria,WS_PPL_W-I: Proportion of population using improved drinking water sources,_T: Total,2018,100,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUT: Austria,WS_PPL_W-I: Proportion of population using improved drinking water sources,_T: Total,2019,100,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUT: Austria,WS_PPL_W-I: Proportion of population using improved drinking water sources,_T: Total,2020,100,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUT: Austria,WS_PPL_W-UI: Proportion of population using unimproved drinking water sources,_T: Total,2000,0,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUT: Austria,WS_PPL_W-UI: Proportion of population using unimproved drinking water sources,_T: Total,2001,0,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUT: Austria,WS_PPL_W-UI: Proportion of population using unimproved drinking water sources,_T: Total,2002,0,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUT: Austria,WS_PPL_W-UI: Proportion of population using unimproved drinking water sources,_T: Total,2003,0,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUT: Austria,WS_PPL_W-UI: Proportion of population using unimproved drinking water sources,_T: Total,2004,0,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUT: Austria,WS_PPL_W-UI: Proportion of population using unimproved drinking water sources,_T: Total,2005,2.9579694e-06,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUT: Austria,WS_PPL_W-UI: Proportion of population using unimproved drinking water sources,_T: Total,2006,0,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUT: Austria,WS_PPL_W-UI: Proportion of population using unimproved drinking water sources,_T: Total,2007,2.9365951e-06,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUT: Austria,WS_PPL_W-UI: Proportion of population using unimproved drinking water sources,_T: Total,2008,0,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUT: Austria,WS_PPL_W-UI: Proportion of population using unimproved drinking water sources,_T: Total,2009,0,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUT: Austria,WS_PPL_W-UI: Proportion of population using unimproved drinking water sources,_T: Total,2010,0,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUT: Austria,WS_PPL_W-UI: Proportion of population using unimproved drinking water sources,_T: Total,2011,0,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUT: Austria,WS_PPL_W-UI: Proportion of population using unimproved drinking water sources,_T: Total,2012,0,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUT: Austria,WS_PPL_W-UI: Proportion of population using unimproved drinking water sources,_T: Total,2013,0,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUT: Austria,WS_PPL_W-UI: Proportion of population using unimproved drinking water sources,_T: Total,2014,0,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUT: Austria,WS_PPL_W-UI: Proportion of population using unimproved drinking water sources,_T: Total,2015,0,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUT: Austria,WS_PPL_W-UI: Proportion of population using unimproved drinking water sources,_T: Total,2016,0,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUT: Austria,WS_PPL_W-UI: Proportion of population using unimproved drinking water sources,_T: Total,2017,2.7680649e-06,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUT: Austria,WS_PPL_W-UI: Proportion of population using unimproved drinking water sources,_T: Total,2018,0,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUT: Austria,WS_PPL_W-UI: Proportion of population using unimproved drinking water sources,_T: Total,2019,2.7262722e-06,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUT: Austria,WS_PPL_W-UI: Proportion of population using unimproved drinking water sources,_T: Total,2020,0,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AZE: Azerbaijan,CME_MRY0: Infant mortality rate,_T: Total,2000,61.0609554976881,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,55.1103548942366,67.6615994201697,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AZE: Azerbaijan,CME_MRY0: Infant mortality rate,_T: Total,2001,57.3419651558587,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,51.3435435950406,63.7391055919961,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AZE: Azerbaijan,CME_MRY0: Infant mortality rate,_T: Total,2002,53.7448227004533,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,47.5952722676013,60.0252091782286,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AZE: Azerbaijan,CME_MRY0: Infant mortality rate,_T: Total,2003,50.3135818715528,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,44.2429415151014,56.6324746365099,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AZE: Azerbaijan,CME_MRY0: Infant mortality rate,_T: Total,2004,47.2297247638201,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,41.1611769078237,53.4289965526444,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AZE: Azerbaijan,CME_MRY0: Infant mortality rate,_T: Total,2005,44.370714458476,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,38.5020050163287,50.4989542209718,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AZE: Azerbaijan,CME_MRY0: Infant mortality rate,_T: Total,2006,41.7681137995668,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,36.1253357575677,47.8097998981775,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AZE: Azerbaijan,CME_MRY0: Infant mortality rate,_T: Total,2007,39.3165157778895,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,33.738491629503,45.2486822361214,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AZE: Azerbaijan,CME_MRY0: Infant mortality rate,_T: Total,2008,36.9890756121205,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,31.5437847666307,42.9585337416305,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AZE: Azerbaijan,CME_MRY0: Infant mortality rate,_T: Total,2009,34.7577846464572,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,29.3186947504506,40.8737101174578,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AZE: Azerbaijan,CME_MRY0: Infant mortality rate,_T: Total,2010,32.5817562799563,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,27.2405936643085,38.940760452775,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AZE: Azerbaijan,CME_MRY0: Infant mortality rate,_T: Total,2011,30.581613894779,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,25.222751945657,37.0477543060827,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AZE: Azerbaijan,CME_MRY0: Infant mortality rate,_T: Total,2012,28.6225740731467,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,23.2209695647133,35.3044805999796,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AZE: Azerbaijan,CME_MRY0: Infant mortality rate,_T: Total,2013,26.7709659688015,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,21.3089513508799,33.5552260885893,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AZE: Azerbaijan,CME_MRY0: Infant mortality rate,_T: Total,2014,25.0289747244487,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,19.4434167817448,31.9314255256993,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AZE: Azerbaijan,CME_MRY0: Infant mortality rate,_T: Total,2015,23.3617602275306,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,17.6672430155087,30.6185218504178,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AZE: Azerbaijan,CME_MRY0: Infant mortality rate,_T: Total,2016,21.8288348452873,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,15.8982133203599,29.6705388385057,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AZE: Azerbaijan,CME_MRY0: Infant mortality rate,_T: Total,2017,20.4537881585704,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,14.2287404828399,28.9188537817522,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AZE: Azerbaijan,CME_MRY0: Infant mortality rate,_T: Total,2018,19.2559998323546,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,12.9130339845032,28.3740452121854,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AZE: Azerbaijan,CME_MRY0: Infant mortality rate,_T: Total,2019,18.2375753831603,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,11.7013872131619,28.0136260977302,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AZE: Azerbaijan,WS_PPL_W-I: Proportion of population using improved drinking water sources,_T: Total,2000,81.346512,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AZE: Azerbaijan,WS_PPL_W-I: Proportion of population using improved drinking water sources,_T: Total,2001,82.18261,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AZE: Azerbaijan,WS_PPL_W-I: Proportion of population using improved drinking water sources,_T: Total,2002,83.013603,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AZE: Azerbaijan,WS_PPL_W-I: Proportion of population using improved drinking water sources,_T: Total,2003,83.840073,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AZE: Azerbaijan,WS_PPL_W-I: Proportion of population using improved drinking water sources,_T: Total,2004,84.661736,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AZE: Azerbaijan,WS_PPL_W-I: Proportion of population using improved drinking water sources,_T: Total,2005,85.478325,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AZE: Azerbaijan,WS_PPL_W-I: Proportion of population using improved drinking water sources,_T: Total,2006,86.290115,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AZE: Azerbaijan,WS_PPL_W-I: Proportion of population using improved drinking water sources,_T: Total,2007,87.097343,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AZE: Azerbaijan,WS_PPL_W-I: Proportion of population using improved drinking water sources,_T: Total,2008,87.899544,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AZE: Azerbaijan,WS_PPL_W-I: Proportion of population using improved drinking water sources,_T: Total,2009,88.696945,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AZE: Azerbaijan,WS_PPL_W-I: Proportion of population using improved drinking water sources,_T: Total,2010,89.492584,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AZE: Azerbaijan,WS_PPL_W-I: Proportion of population using improved drinking water sources,_T: Total,2011,90.285698,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AZE: Azerbaijan,WS_PPL_W-I: Proportion of population using improved drinking water sources,_T: Total,2012,91.075752,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AZE: Azerbaijan,WS_PPL_W-I: Proportion of population using improved drinking water sources,_T: Total,2013,91.862366,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AZE: Azerbaijan,WS_PPL_W-I: Proportion of population using improved drinking water sources,_T: Total,2014,92.644814,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AZE: Azerbaijan,WS_PPL_W-I: Proportion of population using improved drinking water sources,_T: Total,2015,93.422554,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AZE: Azerbaijan,WS_PPL_W-I: Proportion of population using improved drinking water sources,_T: Total,2016,94.195061,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AZE: Azerbaijan,WS_PPL_W-I: Proportion of population using improved drinking water sources,_T: Total,2017,94.961784,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AZE: Azerbaijan,WS_PPL_W-I: Proportion of population using improved drinking water sources,_T: Total,2018,95.722191,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AZE: Azerbaijan,WS_PPL_W-I: Proportion of population using improved drinking water sources,_T: Total,2019,96.449562,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AZE: Azerbaijan,WS_PPL_W-I: Proportion of population using improved drinking water sources,_T: Total,2020,97.086159,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AZE: Azerbaijan,WS_PPL_W-UI: Proportion of population using unimproved drinking water sources,_T: Total,2000,8.0772114,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AZE: Azerbaijan,WS_PPL_W-UI: Proportion of population using unimproved drinking water sources,_T: Total,2001,7.8245907,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AZE: Azerbaijan,WS_PPL_W-UI: Proportion of population using unimproved drinking water sources,_T: Total,2002,7.5730734,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AZE: Azerbaijan,WS_PPL_W-UI: Proportion of population using unimproved drinking water sources,_T: Total,2003,7.3224273,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AZE: Azerbaijan,WS_PPL_W-UI: Proportion of population using unimproved drinking water sources,_T: Total,2004,7.0727596,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AZE: Azerbaijan,WS_PPL_W-UI: Proportion of population using unimproved drinking water sources,_T: Total,2005,6.8241935,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
